,iso_code,year,percent
930,NPL,2012,96.96329149
931,NPL,2013,95.31398561
932,NPL,2014,98.11601657
933,NPL,2015,96.25276818
934,NPL,2016,98.05471403
935,NPL,2017,99.73437372
936,NZL,2010,7.152865691
937,NZL,2011,7.420696435
938,NZL,2012,6.83583564
939,NZL,2013,6.781885551
940,NZL,2014,6.357903512
941,NZL,2015,6.33043381
942,NZL,2016,5.987363154
943,NZL,2017,5.956001129
944,OMN,2010,37.51533394
945,OMN,2011,39.10379482
946,OMN,2012,40.73328348
947,OMN,2013,41.0527687
948,OMN,2014,37.71088051
949,OMN,2015,42.62758972
950,OMN,2016,41.78219181
951,OMN,2017,41.11523827
952,PAK,2010,68.00519044
953,PAK,2011,68.54493561
954,PAK,2012,62.37664629
955,PAK,2013,61.02216287
956,PAK,2014,59.51836271
957,PAK,2015,60.08589291
958,PAK,2016,58.63276393
959,PAK,2017,58.28241877
960,PAN,2010,14.13891846
961,PAN,2011,14.29603899
962,PAN,2012,13.97236651
963,PAN,2013,13.3978705
964,PAN,2014,12.92161513
965,PAN,2015,12.49074394
966,PAN,2016,11.46554742
967,PAN,2017,11.40005433
968,PER,2010,31.50257401
969,PER,2011,31.57116569
970,PER,2012,30.49445583
971,PER,2013,29.74308641
972,PER,2014,27.5826726
973,PER,2015,26.03726793
974,PER,2016,25.54274604
975,PER,2017,24.78672805
976,PHL,2010,23.59231552
977,PHL,2011,22.75483447
978,PHL,2012,22.54958361
979,PHL,2013,21.21628777
980,PHL,2014,20.25958716
981,PHL,2015,19.58154202
982,PHL,2016,18.22692834
983,PHL,2017,18.06979891
984,PNG,2010,14.94135871
985,PNG,2011,15.51903383
986,PNG,2012,14.60653316
987,PNG,2013,13.95262793
988,PNG,2014,13.24529823
989,PNG,2015,13.2617261
990,PNG,2016,12.61505599
991,PNG,2017,12.29441826
992,POL,2010,27.17650018
993,POL,2011,26.37250707
994,POL,2012,24.26397739
995,POL,2013,22.9287237
996,POL,2014,22.21089179
997,POL,2015,22.69131805
998,POL,2016,20.9757679
999,POL,2017,20.87782222
1000,PRI,2010,10.37254851
1001,PRI,2011,10.57940611
1002,PRI,2012,9.96624445
1003,PRI,2013,9.703754136
1004,PRI,2014,9.089227717
1005,PRI,2015,8.920910287
1006,PRI,2016,8.342871258
1007,PRI,2017,8.349033339
1008,PRT,2010,10.07688693
1009,PRT,2011,10.35501263
1010,PRT,2012,9.484802799
1011,PRT,2013,9.432044129
1012,PRT,2014,8.78479289
1013,PRT,2015,8.823283435
1014,PRT,2016,8.052763686
1015,PRT,2017,8.160752248
1016,PRY,2010,15.10292317
1017,PRY,2011,14.59811855
1018,PRY,2012,13.94830615
1019,PRY,2013,12.92656928
1020,PRY,2014,12.6410755
1021,PRY,2015,13.03807402
1022,PRY,2016,11.64932248
1023,PRY,2017,11.90908085
1024,QAT,2010,84.12290235
1025,QAT,2011,81.2730055
1026,QAT,2012,89.24697128
1027,QAT,2013,88.89051503
1028,QAT,2014,78.83284035
1029,QAT,2015,94.40389119
1030,QAT,2016,88.22244652
1031,QAT,2017,91.18732793
1032,ROU,2010,17.06214749
1033,ROU,2011,17.63675464
1034,ROU,2012,16.31584539
1035,ROU,2013,15.36930935
1036,ROU,2014,15.00649546
1037,ROU,2015,15.43355526
1038,ROU,2016,14.53706284
1039,ROU,2017,14.61134019
1040,RUS,2010,19.48031098
1041,RUS,2011,19.19151083
1042,RUS,2012,18.30433841
1043,RUS,2013,17.79507055
1044,RUS,2014,16.58216295
1045,RUS,2015,17.0191912
1046,RUS,2016,16.21988971
1047,RUS,2017,16.16022381
1048,RWA,2010,41.44091192
1049,RWA,2011,42.68095937
1050,RWA,2012,44.56089624
1051,RWA,2013,44.41158508
1052,RWA,2014,42.21148744
1053,RWA,2015,42.61448971
1054,RWA,2016,42.84380209
1055,RWA,2017,43.21021716
1056,SAU,2010,81.69918208
1057,SAU,2011,82.41903191
1058,SAU,2012,85.51330311
1059,SAU,2013,83.63099223
1060,SAU,2014,75.60844062
1061,SAU,2015,97.432289
1062,SAU,2016,84.46577505
1063,SAU,2017,87.94544668
1064,SDN,2010,47.26205558
1065,SDN,2011,51.15242727
1066,SDN,2012,49.68593895
1067,SDN,2013,48.02814491
1068,SDN,2014,48.14174218
1069,SDN,2015,58.90478573
1070,SDN,2016,54.14727633
1071,SDN,2017,55.37083444
1072,SEN,2010,34.98538395
1073,SEN,2011,35.93539952
1074,SEN,2012,36.16775596
1075,SEN,2013,34.0182249
1076,SEN,2014,36.82683776
1077,SEN,2015,44.34080072
1078,SEN,2016,38.69494655
1079,SEN,2017,40.6958259
1080,SGP,2010,20.60946174
1081,SGP,2011,19.34942078
1082,SGP,2012,20.88649301
1083,SGP,2013,18.70707148
1084,SGP,2014,17.40887705
1085,SGP,2015,20.66338947
1086,SGP,2016,18.79780262
1087,SGP,2017,19.0782565
1088,SLB,2010,14.37425559
1089,SLB,2011,14.37537331
1090,SLB,2012,13.43024493
1091,SLB,2013,12.55325496
1092,SLB,2014,12.17203082
1093,SLB,2015,12.69969555
1094,SLB,2016,11.83068915
1095,SLB,2017,11.87912184
1096,SLE,2010,18.52888841
1097,SLE,2011,18.74315581
1098,SLE,2012,20.10129417
1099,SLE,2013,18.43566679
1100,SLE,2014,17.69823222
1101,SLE,2015,22.52859793
1102,SLE,2016,21.34393233
1103,SLE,2017,21.62594668
1104,SLV,2010,30.46194135
1105,SLV,2011,33.62826513
1106,SLV,2012,30.93397435
1107,SLV,2013,30.75988157
1108,SLV,2014,27.50259084
1109,SLV,2015,26.47473092
1110,SLV,2016,24.73648611
1111,SLV,2017,24.47229229
1112,SOM,2010,29.00018535
1113,SOM,2011,31.23015581
1114,SOM,2012,31.58710495
1115,SOM,2013,29.5515726
1116,SOM,2014,30.40108067
1117,SOM,2015,32.01839243
1118,SOM,2016,31.75174608
1119,SOM,2017,32.03458423
1120,SRB,2010,29.10058899
1121,SRB,2011,31.03402776
1122,SRB,2012,28.5847484
1123,SRB,2013,27.43078591
1124,SRB,2014,26.49207255
1125,SRB,2015,26.95437789
1126,SRB,2016,24.78062162
1127,SRB,2017,24.72635819
1128,SSD,2010,43.22533996
1129,SSD,2011,45.10147241
1130,SSD,2012,43.97405864
1131,SSD,2013,42.64200121
1132,SSD,2014,41.90056033
1133,SSD,2015,47.76803169
1134,SSD,2016,44.84657199
1135,SSD,2017,45.57750557
1136,STP,2010,27.12662111
1137,STP,2011,27.86024402
1138,STP,2012,25.91584337
1139,STP,2013,27.65881666
1140,STP,2014,27.86230189
1141,STP,2015,28.43209352
1142,STP,2016,28.6665386
1143,STP,2017,28.53958436
1144,SUR,2010,29.83188899
1145,SUR,2011,31.03872183
1146,SUR,2012,29.1336101
1147,SUR,2013,28.80831685
1148,SUR,2014,25.99884713
1149,SUR,2015,25.9732844
1150,SUR,2016,25.31697817
1151,SUR,2017,24.78001054
1152,SVN,2010,18.6816561
1153,SVN,2011,19.5141379
1154,SVN,2012,17.67007906
1155,SVN,2013,17.57137864
1156,SVN,2014,16.63270074
1157,SVN,2015,17.12815192
1158,SVN,2016,15.91273727
1159,SVN,2017,16.02397998
1160,SWE,2010,7.209759036
1161,SWE,2011,7.391221331
1162,SWE,2012,6.627941996
1163,SWE,2013,6.431168897
1164,SWE,2014,6.959197681
1165,SWE,2015,6.322498333
1166,SWE,2016,6.114258462
1167,SWE,2017,6.18466509
1168,SWZ,2010,18.12819268
1169,SWZ,2011,17.97331213
1170,SWZ,2012,18.1823313
1171,SWZ,2013,18.30780849
1172,SWZ,2014,17.97877739
1173,SWZ,2015,17.92480826
1174,SWZ,2016,17.14854776
1175,SWZ,2017,17.16878731
1176,SYC,2010,21.09126804
1177,SYC,2011,21.61035805
1178,SYC,2012,21.49533511
1179,SYC,2013,20.96973692
1180,SYC,2014,20.97051747
1181,SYC,2015,20.05359496
1182,SYC,2016,20.40382446
1183,SYC,2017,20.17864936
1184,SYR,2010,42.65768485
1185,SYR,2011,41.12495285
1186,SYR,2012,41.01683877
1187,SYR,2013,41.91496819
1188,SYR,2014,41.53448066
1189,SYR,2015,44.31390854
1190,SYR,2016,43.70255284
1191,SYR,2017,43.75725947
1192,TCD,2010,56.58662749
1193,TCD,2011,55.19515958
1194,TCD,2012,58.67538804
1195,TCD,2013,53.0564069
1196,TCD,2014,51.24716851
1197,TCD,2015,68.68239375
1198,TCD,2016,64.77076912
1199,TCD,2017,66.0292055
1200,TGO,2010,30.52294447
1201,TGO,2011,30.85480627
1202,TGO,2012,31.36920959
1203,TGO,2013,29.56592775
1204,TGO,2014,28.93629146
1205,TGO,2015,38.35682101
1206,TGO,2016,37.05110734
1207,TGO,2017,35.73133561
1208,THA,2010,31.56539944
1209,THA,2011,31.60962923
1210,THA,2012,31.52531464
1211,THA,2013,31.17472364
1212,THA,2014,29.36464114
1213,THA,2015,27.34456692
1214,THA,2016,26.25805467
1215,THA,2017,26.25672656
1216,TJK,2010,50.40541765
1217,TJK,2011,54.319961
1218,TJK,2012,48.98960355
1219,TJK,2013,49.55313763
1220,TJK,2014,46.48082923
1221,TJK,2015,47.79297353
1222,TJK,2016,43.37770931
1223,TJK,2017,46.15218537
1224,TKM,2010,24.85182927
1225,TKM,2011,25.49609942
1226,TKM,2012,23.80201005
1227,TKM,2013,23.7218898
1228,TKM,2014,22.08490686
1229,TKM,2015,22.97054002
1230,TKM,2016,21.74112228
1231,TKM,2017,21.76772098
1232,TLS,2010,23.49239604
1233,TLS,2011,23.75671867
1234,TLS,2012,22.46662382
1235,TLS,2013,21.96462302
1236,TLS,2014,20.45010047
1237,TLS,2015,20.62318671
1238,TLS,2016,20.01790265
1239,TLS,2017,19.25720917
1240,TON,2010,13.53194839
1241,TON,2011,13.5170884
1242,TON,2012,12.43817111
1243,TON,2013,12.14771339
1244,TON,2014,12.05763996
1245,TON,2015,11.31296782
1246,TON,2016,10.95142376
1247,TON,2017,10.78547886
1248,TTO,2010,28.70418626
1249,TTO,2011,29.85162487
1250,TTO,2012,27.94250467
1251,TTO,2013,27.15873901
1252,TTO,2014,24.85584226
1253,TTO,2015,24.8980769
1254,TTO,2016,24.23048069
1255,TTO,2017,24.10856843
1256,TUN,2010,35.54548859
1257,TUN,2011,33.86835212
1258,TUN,2012,32.81580557
1259,TUN,2013,35.65414466
1260,TUN,2014,34.69205883
1261,TUN,2015,36.30424932
1262,TUN,2016,38.45049077
1263,TUN,2017,37.65599375
1264,TUR,2010,43.82122875
1265,TUR,2011,40.54510881
1266,TUR,2012,41.92091892
1267,TUR,2013,42.06258311
1268,TUR,2014,42.59577121
1269,TUR,2015,45.4015556
1270,TUR,2016,44.48275839
1271,TUR,2017,44.31152568
1272,UGA,2010,44.75869737
1273,UGA,2011,47.06116817
1274,UGA,2012,49.62672958
1275,UGA,2013,47.72115871
1276,UGA,2014,46.93056685
1277,UGA,2015,48.94936019
1278,UGA,2016,51.94410661
1279,UGA,2017,50.49432132
1280,UKR,2010,23.52265648
1281,UKR,2011,23.97110359
1282,UKR,2012,22.3287933
1283,UKR,2013,21.5323995
1284,UKR,2014,20.48689522
1285,UKR,2015,21.24645457
1286,UKR,2016,20.618187
1287,UKR,2017,20.30977582
1288,URY,2010,11.02705557
1289,URY,2011,11.4687322
1290,URY,2012,10.5672946
1291,URY,2013,10.45560559
1292,URY,2014,9.926816159
1293,URY,2015,9.65945432
1294,URY,2016,9.197441119
1295,URY,2017,9.27488332
1296,UZB,2010,32.07745356
1297,UZB,2011,33.99383696
1298,UZB,2012,31.6621061
1299,UZB,2013,30.80519356
1300,UZB,2014,28.9000361
1301,UZB,2015,30.3943319
1302,UZB,2016,27.8143471
1303,UZB,2017,28.4559012
1304,VIR,2010,12.75209971
1305,VIR,2011,12.99373844
1306,VIR,2012,12.23312314
1307,VIR,2013,11.95551314
1308,VIR,2014,11.1658167
1309,VIR,2015,11.02889651
1310,VIR,2016,10.26484343
1311,VIR,2017,10.26531228
1312,VUT,2010,14.12951255
1313,VUT,2011,14.38296402
1314,VUT,2012,13.24245239
1315,VUT,2013,12.74069289
1316,VUT,2014,11.93385168
1317,VUT,2015,12.15721001
1318,VUT,2016,11.59090896
1319,VUT,2017,11.65277703
1320,WSM,2010,14.28809394
1321,WSM,2011,14.69309609
1322,WSM,2012,13.62788239
1323,WSM,2013,13.38252208
1324,WSM,2014,12.64355999
1325,WSM,2015,12.32179572
1326,WSM,2016,11.36629822
1327,WSM,2017,11.54802701
1328,ZAF,2010,27.13858684
1329,ZAF,2011,26.55787322
1330,ZAF,2012,26.57708662
1331,ZAF,2013,26.72926171
1332,ZAF,2014,26.72221238
1333,ZAF,2015,26.11297177
1334,ZAF,2016,25.14041614
1335,ZAF,2017,25.10220499
1336,ZMB,2010,28.8363786
1337,ZMB,2011,28.98711674
1338,ZMB,2012,29.74203953
1339,ZMB,2013,29.11222078
1340,ZMB,2014,28.49325189
1341,ZMB,2015,28.37545168
1342,ZMB,2016,27.35567371
1343,ZMB,2017,27.43803476
1344,ZWE,2010,23.2314787
1345,ZWE,2011,23.07421266
1346,ZWE,2012,23.19809712
1347,ZWE,2013,23.11108755
1348,ZWE,2014,22.80594966
1349,ZWE,2015,21.73370858
1350,ZWE,2016,21.72694718
1351,ZWE,2017,22.25167109
