iso_code,year,oil_co2_per_capita,oil_co2,share_global_oil_co2,cumulative_oil_co2,share_global_cumulative_oil_co2,co2_growth_abs,co2_per_capita,co2,share_global_co2,cumulative_co2,share_global_cumulative_co2,co2_growth_prct,population,AvgYearlyTemp,AvgTempUncertainty
ECU,1934,0.322,0.711,0.11,5.262,0.05,0.007,0.332,0.733,0.02,5.316,0.0,1.01,2206537.0,21.570666666666668,0.407
EGY,1934,0.047,0.678,0.11,12.513,0.11,-0.048,0.057,0.823,0.02,13.319,0.01,-5.47,14526700.0,22.85983333333333,0.4386666666666666
ESP,1934,0.116,2.836,0.46,24.625,0.22,1.539,0.832,20.245,0.56,796.912,0.52,8.23,24346846.0,13.513416666666664,0.3465833333333333
EST,1934,0.364,0.408,0.07,6.985,0.06,0.499,2.574,2.884,0.08,42.155,0.03,20.94,1120351.0,6.967916666666667,0.3644166666666666
FIN,1934,0.037,0.132,0.02,3.75,0.03,0.729,1.116,3.953,0.11,53.47,0.03,22.61,3541812.0,3.47475,0.2790833333333333
FRA,1934,0.265,10.739,1.73,71.638,0.63,1.963,4.964,201.35,5.57,9207.353,5.99,0.98,40563668.0,13.13275,0.4339166666666667
GEO,1934,0.255,0.773,0.12,12.06,0.11,0.201,0.384,1.166,0.03,17.14,0.01,20.85,3033707.0,7.784083333333332,0.4600833333333334
GRC,1934,0.095,0.641,0.1,4.441,0.04,0.531,0.418,2.831,0.08,40.889,0.03,23.09,6776147.0,15.552666666666669,0.4818333333333333
HRV,1934,0.126,0.422,0.07,6.268,0.06,0.049,0.378,1.267,0.04,22.481,0.01,4.06,3354030.0,12.354583333333332,0.4174166666666667
HUN,1934,0.081,0.718,0.12,6.61,0.06,0.568,1.193,10.573,0.29,532.045,0.35,5.67,8866102.0,11.050916666666666,0.3561666666666667
IDN,1934,0.262,14.827,2.39,216.554,1.9,1.374,0.34,19.236,0.53,310.866,0.2,7.69,56572643.0,25.56683333333333,0.2979166666666666
IND,1934,0.002,0.81,0.13,99.402,0.87,4.149,0.108,39.666,1.1,1190.913,0.77,11.68,367061397.0,23.767416666666676,0.2334166666666667
IRQ,1934,0.708,2.865,0.46,5.126,0.04,2.514,0.708,2.865,0.08,5.126,0.0,714.58,4044274.0,21.49758333333333,0.6579166666666666
ITA,1934,0.055,2.286,0.37,38.949,0.34,9.187,0.951,39.661,1.1,1153.316,0.75,30.15,41715641.0,13.323416666666668,0.39375
JPN,1934,0.012,0.78,0.13,42.432,0.37,9.86,1.514,101.203,2.8,2275.415,1.48,10.79,66857121.0,11.49875,0.2135833333333333
KAZ,1934,0.443,2.516,0.41,43.214,0.38,3.291,3.34,18.977,0.52,277.405,0.18,20.98,5682023.0,3.822333333333333,0.4911666666666667
KGZ,1934,0.316,0.472,0.08,7.821,0.07,0.291,1.126,1.679,0.05,24.557,0.02,20.97,1491401.0,1.80775,0.8973333333333334
LTU,1934,0.892,2.174,0.35,33.108,0.29,0.509,1.21,2.95,0.08,43.331,0.03,20.86,2438299.0,7.835833333333334,0.38375
LVA,1934,0.68,1.292,0.21,19.778,0.17,0.325,0.995,1.89,0.05,27.786,0.02,20.75,1899421.0,7.362749999999999,0.3598333333333333
MAR,1934,0.0,0.004,0.0,0.007,0.0,0.015,0.027,0.19,0.01,0.707,0.0,8.41,6920674.0,17.1125,0.4912499999999999
MEX,1934,0.928,16.774,2.7,790.139,6.94,2.151,1.046,18.892,0.52,858.964,0.56,12.85,18067674.0,20.87633333333333,0.2670833333333333
MNE,1934,0.01,0.004,0.0,0.05,0.0,0.005,0.268,0.116,0.0,2.048,0.0,4.09,433234.0,11.236916666666666,0.6942499999999999
MYS,1934,0.191,0.865,0.14,24.557,0.22,0.143,0.383,1.733,0.05,43.462,0.03,8.99,4526829.0,25.562833333333334,0.24425
NLD,1934,0.356,2.924,0.47,56.491,0.5,0.058,4.705,38.628,1.07,1267.261,0.82,0.15,8210678.0,10.614416666666664,0.2950833333333333
NOR,1934,0.517,1.484,0.24,16.298,0.14,0.306,3.302,9.485,0.26,285.418,0.19,3.33,2872461.0,1.9220833333333336,0.4034166666666667
NZL,1934,0.002,0.004,0.0,0.015,0.0,0.437,2.583,3.983,0.11,171.06,0.11,12.32,1542102.0,10.537,0.5267499999999999
PER,1934,1.12,6.635,1.07,69.748,0.61,0.088,1.14,6.749,0.19,91.632,0.06,1.32,5921978.0,19.55325,0.5067499999999999
POL,1934,0.041,1.169,0.19,90.464,0.79,2.01,1.598,45.215,1.25,3839.606,2.5,4.65,28288066.0,9.158333333333331,0.4348333333333333
PRT,1934,0.07,0.499,0.08,6.134,0.05,0.099,0.575,4.096,0.11,142.039,0.09,2.47,7117779.0,14.438333333333338,0.5004166666666667
ROU,1934,1.77,25.97,4.18,255.347,2.24,4.349,2.158,31.659,0.88,346.46,0.23,15.92,14671424.0,9.71325,0.4947499999999999
SRB,1934,0.014,0.07,0.01,0.854,0.01,0.135,0.707,3.429,0.09,60.309,0.04,4.09,4851311.0,11.063249999999998,0.5563333333333335
SVK,1934,0.009,0.029,0.0,0.376,0.0,-0.012,2.988,9.617,0.27,622.86,0.41,-0.13,3218278.0,9.040416666666664,0.439
SVN,1934,0.074,0.095,0.02,1.195,0.01,0.038,0.757,0.971,0.03,17.162,0.01,4.09,1282527.0,10.681416666666664,0.4452500000000001
SWE,1934,0.401,2.499,0.4,29.66,0.26,2.215,3.489,21.732,0.6,596.28,0.39,11.35,6228806.0,4.5255833333333335,0.3209166666666666
TJK,1934,0.415,0.542,0.09,8.483,0.07,0.168,0.744,0.972,0.03,14.243,0.01,20.92,1305763.0,2.8588333333333336,0.7110833333333333
TKM,1934,1.798,1.861,0.3,28.656,0.25,0.412,2.314,2.394,0.07,35.251,0.02,20.8,1034592.0,13.4895,0.5871666666666667
UKR,1934,0.3,9.617,1.55,163.823,1.44,9.595,1.724,55.37,1.53,810.315,0.53,20.96,32114513.0,8.601916666666666,0.3145833333333334
UZB,1934,0.926,4.945,0.8,78.937,0.69,1.306,1.426,7.615,0.21,112.823,0.07,20.69,5341746.0,10.802583333333333,0.5461666666666667
ALB,1935,0.017,0.018,0.0,0.033,0.0,0.011,0.017,0.018,0.0,0.033,0.0,150.0,1053520.0,12.942749999999998,0.6038333333333333
ARG,1935,0.484,6.249,0.93,60.696,0.5,-0.242,1.085,13.997,0.37,314.576,0.2,-1.7,12902500.0,14.815583333333334,0.2525
ARM,1935,0.392,0.457,0.07,6.983,0.06,0.085,0.632,0.736,0.02,10.309,0.01,13.03,1163570.0,8.967250000000002,0.5288333333333334
AUT,1935,0.133,0.894,0.13,19.595,0.16,0.168,2.077,13.922,0.37,1487.373,0.94,1.22,6702849.0,6.155416666666667,0.2494166666666666
AZE,1935,1.548,3.903,0.58,56.585,0.47,0.493,1.692,4.267,0.11,59.688,0.04,13.05,2520944.0,11.532083333333333,0.4977500000000001
BEL,1935,0.329,2.697,0.4,26.956,0.22,-3.317,8.738,71.641,1.89,3685.453,2.34,-4.43,8198486.0,9.847833333333332,0.272
BHR,1935,4.494,0.531,0.08,0.663,0.01,0.41,4.494,0.531,0.01,0.663,0.0,339.39,118233.0,26.11233333333333,0.74425
BLR,1935,0.978,6.622,0.99,97.16,0.81,1.041,1.325,8.964,0.24,125.037,0.08,13.14,6767749.0,5.960916666666666,0.4518333333333333
BRA,1935,0.0,0.007,0.0,0.007,0.0,0.887,0.147,5.509,0.15,142.729,0.09,19.18,37434943.0,24.85308333333333,0.3556666666666666
CAN,1935,1.322,14.271,2.13,177.19,1.47,-1.118,7.3,78.796,2.08,2637.551,1.67,-1.4,10793390.0,-5.557250000000001,0.4828333333333334
CHE,1935,0.312,1.282,0.19,17.415,0.14,-0.081,2.307,9.475,0.25,353.297,0.22,-0.84,4107311.0,6.947666666666667,0.309
CHN,1935,0.001,0.432,0.06,1.579,0.01,8.342,0.114,57.597,1.52,843.473,0.54,16.94,506141059.0,6.636166666666668,0.3325833333333333
COL,1935,0.043,0.377,0.06,6.286,0.05,1.667,0.274,2.403,0.06,10.046,0.01,226.46,8757477.0,24.54375,0.2879166666666667
DEU,1935,0.019,1.312,0.2,96.147,0.8,43.713,6.588,452.333,11.92,21588.877,13.71,10.7,68661832.0,8.471666666666666,0.23675
ECU,1935,0.332,0.751,0.11,6.013,0.05,0.051,0.347,0.784,0.02,6.101,0.0,6.99,2259649.0,21.45941666666667,0.4093333333333334
EGY,1935,0.038,0.557,0.08,13.07,0.11,-0.077,0.051,0.746,0.02,14.065,0.01,-9.39,14725065.0,22.827250000000003,0.4453333333333333
ESP,1935,0.11,2.693,0.4,27.318,0.23,2.209,0.914,22.455,0.59,819.367,0.52,10.91,24576906.0,13.45525,0.3866666666666666
EST,1935,0.38,0.426,0.06,7.411,0.06,0.382,2.915,3.266,0.09,45.421,0.03,13.23,1120152.0,5.460500000000001,0.3968333333333333
FIN,1935,0.04,0.143,0.02,3.893,0.03,-0.436,0.986,3.516,0.09,56.986,0.04,-11.04,3566588.0,2.0907500000000003,0.2719166666666666
FRA,1935,0.364,14.744,2.2,86.382,0.72,-5.978,4.824,195.372,5.15,9402.726,5.97,-2.97,40503806.0,12.797249999999998,0.4604999999999999
GEO,1935,0.276,0.844,0.13,12.904,0.11,0.152,0.43,1.318,0.03,18.458,0.01,13.03,3061546.0,8.566583333333332,0.4514166666666666
GRC,1935,0.109,0.748,0.11,5.19,0.04,0.081,0.424,2.912,0.08,43.8,0.03,2.84,6869288.0,15.305833333333332,0.5108333333333334
HRV,1935,0.116,0.393,0.06,6.661,0.06,0.058,0.391,1.324,0.03,23.805,0.02,4.57,3383558.0,11.3815,0.36825
HUN,1935,0.06,0.535,0.08,7.145,0.06,0.505,1.241,11.079,0.29,543.124,0.34,4.78,8929428.0,9.800416666666669,0.2945
IDN,1935,0.268,15.355,2.3,231.909,1.92,0.766,0.348,20.001,0.53,330.867,0.21,3.98,57406182.0,25.627916666666664,0.2876666666666667
IND,1935,0.002,0.857,0.13,100.259,0.83,1.785,0.111,41.45,1.09,1232.363,0.78,4.5,372221763.0,23.76183333333334,0.21525
IRQ,1935,1.412,5.723,0.86,10.849,0.09,2.858,1.412,5.723,0.15,10.849,0.01,99.74,4054808.0,22.45866666666667,0.6005833333333334
ITA,1935,0.062,2.631,0.39,41.58,0.34,5.715,1.079,45.376,1.2,1198.692,0.76,14.41,42065207.0,12.827583333333337,0.3884166666666667
JPN,1935,0.014,0.964,0.14,43.395,0.36,5.18,1.571,106.382,2.8,2381.798,1.51,5.12,67718104.0,11.893083333333331,0.2083333333333333
KAZ,1935,0.457,2.62,0.39,45.834,0.38,2.51,3.747,21.486,0.57,298.891,0.19,13.22,5734165.0,4.963083333333333,0.4415
KGZ,1935,0.331,0.498,0.07,8.319,0.07,0.222,1.263,1.901,0.05,26.458,0.02,13.21,1505087.0,2.2725833333333325,0.8459166666666667
LTU,1935,0.981,2.393,0.36,35.501,0.29,0.385,1.367,3.335,0.09,46.666,0.03,13.05,2440305.0,6.201083333333333,0.3627499999999999
LVA,1935,0.744,1.416,0.21,21.194,0.18,0.248,1.123,2.138,0.06,29.924,0.02,13.14,1904459.0,5.763000000000001,0.3700833333333334
MEX,1935,0.969,17.814,2.66,807.954,6.7,2.534,1.166,21.426,0.56,880.39,0.56,13.42,18380643.0,20.555666666666667,0.3005833333333333
MNE,1935,0.009,0.004,0.0,0.054,0.0,0.005,0.283,0.122,0.0,2.17,0.0,4.68,430366.0,10.446083333333332,0.6160833333333334
MYS,1935,0.171,0.791,0.12,25.348,0.21,0.073,0.391,1.806,0.05,45.269,0.03,4.23,4622029.0,25.796500000000005,0.2858333333333333
NLD,1935,0.394,3.272,0.49,59.763,0.5,-1.363,4.485,37.265,0.98,1304.526,0.83,-3.53,8308847.0,9.979583333333334,0.2820833333333334
NOR,1935,0.488,1.411,0.21,17.708,0.15,0.297,3.386,9.782,0.26,295.2,0.19,3.13,2889012.0,0.6468333333333337,0.3713333333333333
NZL,1935,0.002,0.004,0.0,0.018,0.0,0.168,2.667,4.151,0.11,175.211,0.11,4.22,1556272.0,10.805166666666668,0.44975
PER,1935,1.148,6.91,1.03,76.658,0.64,0.418,1.191,7.167,0.19,98.799,0.06,6.19,6018348.0,19.724666666666664,0.3569166666666666
POL,1935,0.043,1.216,0.18,91.681,0.76,0.934,1.621,46.148,1.22,3885.755,2.47,2.07,28465230.0,7.6641666666666675,0.4199166666666667
PRT,1935,0.084,0.605,0.09,6.738,0.06,0.282,0.608,4.378,0.12,146.417,0.09,6.89,7206158.0,14.449916666666669,0.5263333333333332
ROU,1935,1.731,25.696,3.84,281.042,2.33,-0.129,2.124,31.531,0.83,377.991,0.24,-0.41,14845099.0,8.748666666666667,0.3824166666666667
SRB,1935,0.013,0.064,0.01,0.918,0.01,0.161,0.725,3.59,0.09,63.899,0.04,4.7,4953621.0,10.14875,0.5045
SVK,1935,0.007,0.022,0.0,0.399,0.0,0.282,3.065,9.899,0.26,632.759,0.4,2.93,3230212.0,7.602249999999999,0.391
SVN,1935,0.068,0.088,0.01,1.283,0.01,0.045,0.785,1.016,0.03,18.178,0.01,4.61,1293818.0,9.631666666666666,0.399
SWE,1935,0.457,2.854,0.43,32.515,0.27,1.132,3.658,22.864,0.6,619.144,0.39,5.21,6251296.0,3.033,0.26675
TJK,1935,0.445,0.587,0.09,9.07,0.08,0.128,0.834,1.1,0.03,15.343,0.01,13.14,1317746.0,3.0881666666666674,0.6477499999999999
TKM,1935,1.967,2.054,0.31,30.71,0.25,0.31,2.59,2.704,0.07,37.955,0.02,12.97,1044086.0,14.465583333333337,0.57875
UKR,1935,0.31,10.05,1.5,173.873,1.44,7.305,1.934,62.675,1.65,872.99,0.55,13.19,32409215.0,7.717,0.3111666666666666
UZB,1935,0.998,5.381,0.8,84.318,0.7,0.975,1.594,8.59,0.23,121.413,0.08,12.81,5390765.0,11.834416666666668,0.5936666666666666
ALB,1936,0.117,0.125,0.02,0.158,0.0,0.11,0.12,0.128,0.0,0.161,0.0,600.0,1064375.0,13.118333333333334,0.4489999999999999
ARG,1936,0.517,6.786,0.93,67.482,0.53,1.099,1.15,15.096,0.36,329.672,0.2,7.85,13130090.0,14.696083333333334,0.2486666666666666
ARM,1936,0.433,0.508,0.07,7.491,0.06,0.107,0.718,0.842,0.02,11.152,0.01,14.47,1174248.0,8.715333333333334,0.4561666666666665
AUT,1936,0.138,0.927,0.13,20.522,0.16,-0.33,2.027,13.592,0.33,1500.965,0.93,-2.37,6704952.0,6.50125,0.3103333333333333
AZE,1936,1.74,4.428,0.61,61.013,0.48,0.619,1.92,4.886,0.12,64.574,0.04,14.51,2544078.0,11.428,0.4744166666666666
BEL,1936,0.444,3.649,0.5,30.606,0.24,3.363,9.118,75.004,1.8,3760.456,2.33,4.69,8225492.0,9.670000000000002,0.31325
BHR,1936,16.486,1.949,0.27,2.612,0.02,1.418,16.486,1.949,0.05,2.612,0.0,266.9,118233.0,25.57525,0.97775
BLR,1936,1.09,7.447,1.02,104.607,0.82,1.309,1.504,10.274,0.25,135.311,0.08,14.61,6829854.0,7.033666666666666,0.3516666666666666
BRA,1936,0.001,0.04,0.01,0.048,0.0,-0.363,0.135,5.146,0.12,147.875,0.09,-6.59,38201781.0,25.06108333333333,0.3495833333333333
CAN,1936,1.415,15.444,2.12,192.633,1.51,7.367,7.897,86.163,2.07,2723.714,1.68,9.35,10910951.0,-5.971916666666668,0.4888333333333334
CHE,1936,0.298,1.227,0.17,18.642,0.15,0.445,2.405,9.92,0.24,363.217,0.22,4.7,4124719.0,7.189083333333333,0.3118333333333333
CHN,1936,0.001,0.509,0.07,2.088,0.02,7.359,0.128,64.955,1.56,908.428,0.56,12.78,509141114.0,6.111583333333335,0.3236666666666667
COL,1936,0.076,0.673,0.09,6.959,0.05,0.381,0.313,2.784,0.07,12.83,0.01,15.85,8887820.0,24.824,0.3203333333333333
DEU,1936,0.02,1.367,0.19,97.514,0.76,47.302,7.226,499.634,11.98,22088.511,13.66,10.46,69147308.0,8.476416666666667,0.2269166666666666
ECU,1936,0.361,0.835,0.11,6.848,0.05,0.092,0.378,0.876,0.02,6.976,0.0,11.69,2314039.0,21.773416666666677,0.4303333333333334
EGY,1936,0.038,0.561,0.08,13.63,0.11,-0.018,0.049,0.728,0.02,14.793,0.01,-2.43,14926138.0,23.34691666666667,0.5174166666666667
EST,1936,0.411,0.461,0.06,7.871,0.06,0.481,3.346,3.747,0.09,49.168,0.03,14.74,1119952.0,6.223583333333333,0.2814166666666666
FIN,1936,0.058,0.209,0.03,4.102,0.03,1.447,1.382,4.963,0.12,61.95,0.04,41.15,3591537.0,2.298166666666667,0.2932499999999999
FRA,1936,0.42,16.971,2.33,103.353,0.81,2.707,4.898,198.079,4.75,9600.805,5.94,1.39,40444032.0,12.892666666666669,0.46775
GEO,1936,0.304,0.94,0.13,13.845,0.11,0.191,0.488,1.509,0.04,19.967,0.01,14.48,3089641.0,8.400916666666667,0.4220833333333333
GRC,1936,0.124,0.861,0.12,6.051,0.05,0.454,0.483,3.366,0.08,47.166,0.03,15.6,6963710.0,15.266583333333337,0.4236666666666666
HRV,1936,0.145,0.495,0.07,7.157,0.06,-0.016,0.383,1.309,0.03,25.114,0.02,-1.19,3413345.0,11.903749999999995,0.3920833333333333
HUN,1936,0.088,0.791,0.11,7.936,0.06,0.821,1.323,11.9,0.29,555.023,0.34,7.41,8993207.0,10.37775,0.3745
IDN,1936,0.294,17.1,2.34,249.009,1.95,1.766,0.374,21.767,0.52,352.634,0.22,8.83,58254396.0,25.72508333333333,0.2968333333333333
IND,1936,0.002,0.81,0.11,101.069,0.79,-0.71,0.108,40.741,0.98,1273.104,0.79,-1.71,377454675.0,23.83483333333334,0.2263333333333333
IRQ,1936,1.425,5.793,0.79,16.642,0.13,0.07,1.425,5.793,0.14,16.642,0.01,1.22,4065368.0,21.907,0.5742499999999999
ITA,1936,0.051,2.173,0.3,43.753,0.34,-13.387,0.754,31.99,0.77,1230.682,0.76,-29.5,42417703.0,12.9735,0.3765833333333333
JPN,1936,0.016,1.081,0.15,44.476,0.35,10.467,1.704,116.849,2.8,2498.647,1.55,9.84,68590174.0,11.5475,0.2269166666666666
KAZ,1936,0.489,2.831,0.39,48.665,0.38,3.16,4.259,24.646,0.59,323.538,0.2,14.71,5786785.0,5.225166666666667,0.3888333333333333
KGZ,1936,0.357,0.542,0.07,8.861,0.07,0.279,1.436,2.18,0.05,28.639,0.02,14.69,1518898.0,2.89225,0.74525
LTU,1936,1.099,2.683,0.37,38.184,0.3,0.484,1.564,3.819,0.09,50.485,0.03,14.5,2442313.0,7.055166666666666,0.3393333333333333
LVA,1936,0.828,1.582,0.22,22.776,0.18,0.308,1.281,2.446,0.06,32.371,0.02,14.41,1909510.0,6.616416666666666,0.3014166666666666
MEX,1936,0.964,18.034,2.47,825.987,6.46,0.535,1.174,21.961,0.53,902.351,0.56,2.5,18699032.0,20.696250000000003,0.2725833333333333
MNE,1936,0.012,0.005,0.0,0.059,0.0,-0.002,0.281,0.12,0.0,2.29,0.0,-1.38,427516.0,10.796666666666669,0.4674166666666666
MYS,1936,0.147,0.692,0.09,26.041,0.2,0.242,0.434,2.048,0.05,47.317,0.03,13.39,4719231.0,25.831833333333336,0.3101666666666666
NLD,1936,0.434,3.649,0.5,63.413,0.5,2.627,4.744,39.892,0.96,1344.418,0.83,7.05,8408190.0,9.804333333333334,0.2929166666666666
NOR,1936,0.497,1.444,0.2,19.152,0.15,0.659,3.593,10.441,0.25,305.641,0.19,6.74,2905659.0,0.8275833333333334,0.3933333333333333
NZL,1936,0.002,0.004,0.0,0.022,0.0,0.026,2.659,4.176,0.1,179.388,0.11,0.62,1570572.0,10.268166666666664,0.4183333333333333
PER,1936,1.166,7.13,0.98,83.788,0.66,0.238,1.211,7.405,0.18,106.203,0.07,3.32,6116287.0,20.00783333333333,0.3728333333333333
POL,1936,0.043,1.231,0.17,92.912,0.73,3.747,1.742,49.896,1.2,3935.651,2.43,8.12,28643504.0,8.184166666666664,0.4014166666666667
PRT,1936,0.074,0.539,0.07,7.277,0.06,-0.249,0.566,4.128,0.1,150.545,0.09,-5.69,7295634.0,14.435166666666666,0.4305
ROU,1936,1.778,26.7,3.66,307.742,2.41,1.623,2.207,33.154,0.79,411.145,0.25,5.15,15020829.0,9.777416666666667,0.4175833333333332
SRB,1936,0.017,0.086,0.01,1.004,0.01,-0.051,0.7,3.539,0.08,67.438,0.04,-1.42,5058090.0,10.715166666666663,0.3901666666666667
SVK,1936,0.006,0.021,0.0,0.419,0.0,0.856,3.317,10.755,0.26,643.514,0.4,8.65,3242190.0,8.125083333333334,0.4408333333333332
SVN,1936,0.088,0.115,0.02,1.398,0.01,-0.013,0.768,1.003,0.02,19.181,0.01,-1.28,1305208.0,10.170583333333337,0.4576666666666667
SWE,1936,0.493,3.092,0.42,35.607,0.28,2.184,3.992,25.048,0.6,644.192,0.4,9.55,6273868.0,3.1589166666666664,0.2945833333333333
TJK,1936,0.489,0.65,0.09,9.72,0.08,0.161,0.948,1.26,0.03,16.603,0.01,14.6,1329838.0,4.083666666666667,0.4795
TKM,1936,2.186,2.303,0.32,33.014,0.26,0.39,2.936,3.094,0.07,41.049,0.03,14.41,1053667.0,14.898583333333336,0.5209166666666667
UKR,1936,0.333,10.879,1.49,184.751,1.44,9.193,2.197,71.867,1.72,944.857,0.58,14.67,32706622.0,8.78,0.26
UZB,1936,1.096,5.96,0.82,90.279,0.71,1.222,1.804,9.812,0.24,131.225,0.08,14.22,5440234.0,12.427500000000002,0.5064166666666666
ALB,1937,0.269,0.289,0.04,0.447,0.0,0.169,0.276,0.297,0.01,0.458,0.0,131.43,1075341.0,13.253749999999998,0.5051666666666667
ARG,1937,0.537,7.176,0.87,74.658,0.55,1.615,1.251,16.711,0.37,346.383,0.21,10.7,13361694.0,14.750666666666666,0.2774166666666666
ARM,1937,0.444,0.526,0.06,8.017,0.06,0.02,0.728,0.862,0.02,12.014,0.01,2.37,1185024.0,9.255666666666668,0.4945
AUT,1937,0.132,0.883,0.11,21.405,0.16,1.667,2.275,15.259,0.34,1516.224,0.91,12.26,6707055.0,6.587833333333333,0.2495833333333333
AZE,1937,1.767,4.536,0.55,65.549,0.48,0.115,1.948,5.0,0.11,69.574,0.04,2.35,2567424.0,11.783499999999998,0.4150833333333333
BEL,1937,0.441,3.638,0.44,34.244,0.25,15.295,10.942,90.298,2.03,3850.754,2.32,20.39,8252586.0,9.965666666666667,0.3109166666666667
BHR,1937,27.519,3.254,0.4,5.866,0.04,1.304,27.519,3.254,0.07,5.866,0.0,66.92,118233.0,25.634416666666663,0.6940833333333334
BLR,1937,1.114,7.678,0.93,112.285,0.82,0.235,1.525,10.509,0.24,145.82,0.09,2.29,6892529.0,6.726833333333334,0.3881666666666667
BRA,1937,0.003,0.117,0.01,0.165,0.0,0.941,0.156,6.087,0.14,153.962,0.09,18.29,38984326.0,25.050250000000005,0.3209166666666666
CAN,1937,1.548,17.078,2.08,209.711,1.54,7.32,8.476,93.483,2.1,2817.197,1.7,8.5,11029793.0,-4.545833333333333,0.4748333333333333
CHE,1937,0.291,1.205,0.15,19.847,0.15,0.544,2.526,10.464,0.23,373.681,0.22,5.49,4142200.0,7.390166666666666,0.3841666666666666
CHN,1937,0.001,0.594,0.07,2.682,0.02,-4.465,0.118,60.491,1.36,968.919,0.58,-6.87,512158952.0,6.511083333333332,0.3031666666666667
COL,1937,0.089,0.801,0.1,7.761,0.06,0.0,0.309,2.784,0.06,15.614,0.01,0.0,9020104.0,24.879000000000005,0.47325
DEU,1937,0.02,1.385,0.17,98.899,0.73,63.878,8.092,563.513,12.64,22652.024,13.63,12.78,69636216.0,8.711916666666667,0.2194166666666666
ECU,1937,0.37,0.876,0.11,7.724,0.06,0.099,0.411,0.975,0.02,7.951,0.0,11.3,2369738.0,21.82041666666667,0.3827500000000001
EGY,1937,0.035,0.524,0.06,14.154,0.1,-0.04,0.045,0.687,0.02,15.481,0.01,-5.53,15129957.0,23.139166666666668,0.4704999999999999
EST,1937,0.432,0.483,0.06,8.354,0.06,0.086,3.423,3.833,0.09,53.001,0.03,2.3,1119753.0,6.053666666666668,0.2958333333333333
FIN,1937,0.177,0.641,0.08,4.742,0.03,1.817,1.875,6.78,0.15,68.73,0.04,36.61,3616660.0,2.971,0.3211666666666666
FRA,1937,0.421,17.016,2.07,120.369,0.88,19.626,5.391,217.705,4.88,9818.51,5.91,9.91,40384347.0,13.295166666666669,0.46475
GEO,1937,0.312,0.972,0.12,14.817,0.11,0.036,0.495,1.544,0.03,21.511,0.01,2.36,3117993.0,8.962166666666667,0.46025
GRC,1937,0.141,0.993,0.12,7.044,0.05,0.22,0.508,3.586,0.08,50.752,0.03,6.53,7059429.0,15.582833333333332,0.5425833333333333
HRV,1937,0.145,0.499,0.06,7.656,0.06,0.15,0.424,1.459,0.03,26.572,0.02,11.46,3443396.0,11.848916666666668,0.3295833333333333
HUN,1937,0.096,0.865,0.11,8.801,0.06,1.721,1.504,13.621,0.31,568.645,0.34,14.47,9057442.0,10.418833333333334,0.2689166666666666
IDN,1937,0.338,20.005,2.43,269.014,1.98,3.577,0.429,25.344,0.57,377.978,0.23,16.43,59116991.0,25.78458333333333,0.2714999999999999
IND,1937,0.002,0.887,0.11,101.956,0.75,4.389,0.118,45.129,1.01,1318.233,0.79,10.77,382761156.0,23.707916666666677,0.2109166666666666
IRQ,1937,1.532,6.243,0.76,22.885,0.17,0.451,1.532,6.243,0.14,22.885,0.01,7.78,4075957.0,22.28183333333334,0.5428333333333333
ITA,1937,0.1,4.265,0.52,48.018,0.35,13.185,1.056,45.174,1.01,1275.856,0.77,41.22,42773152.0,13.184916666666666,0.4081666666666666
JPN,1937,0.016,1.085,0.13,45.561,0.33,8.582,1.806,125.431,2.81,2624.078,1.58,7.34,69473475.0,12.211166666666667,0.2299166666666665
KAZ,1937,0.509,2.971,0.36,51.636,0.38,0.55,4.314,25.196,0.57,348.734,0.21,2.23,5839888.0,4.622416666666667,0.4091666666666667
KGZ,1937,0.37,0.567,0.07,9.429,0.07,0.049,1.454,2.229,0.05,30.868,0.02,2.24,1532837.0,2.3073333333333337,0.7094999999999999
LTU,1937,1.134,2.771,0.34,40.955,0.3,0.09,1.599,3.908,0.09,54.393,0.03,2.35,2444322.0,6.797083333333332,0.324
LVA,1937,0.853,1.633,0.2,24.409,0.18,0.054,1.306,2.5,0.06,34.871,0.02,2.21,1914575.0,6.349166666666666,0.3030833333333333
MAR,1937,0.002,0.011,0.0,0.018,0.0,0.158,0.051,0.369,0.01,1.522,0.0,74.38,7294412.0,18.2965,0.5401666666666667
MEX,1937,1.082,20.588,2.51,846.575,6.22,2.942,1.309,24.903,0.56,927.254,0.56,13.4,19022937.0,20.914416666666664,0.27875
MNE,1937,0.011,0.005,0.0,0.064,0.0,0.014,0.315,0.134,0.0,2.424,0.0,11.41,424685.0,10.849166666666669,0.4605833333333333
MYS,1937,0.135,0.652,0.08,26.693,0.2,0.297,0.487,2.345,0.05,49.662,0.03,14.49,4818477.0,26.03700000000001,0.2348333333333333
NLD,1937,0.518,4.404,0.54,67.817,0.5,4.107,5.171,43.999,0.99,1388.417,0.84,10.3,8508720.0,9.953333333333337,0.2839166666666666
NOR,1937,0.569,1.663,0.2,20.815,0.15,1.319,4.024,11.76,0.26,317.401,0.19,12.63,2922401.0,1.2679166666666664,0.4389166666666667
NZL,1937,0.002,0.004,0.0,0.026,0.0,0.205,2.764,4.381,0.1,183.769,0.11,4.91,1585003.0,10.016333333333334,0.3866666666666667
PER,1937,1.135,7.054,0.86,90.842,0.67,1.396,1.416,8.801,0.2,115.004,0.07,18.85,6215819.0,20.07166666666667,0.3690833333333334
