iso_code,year,oil_co2_per_capita,oil_co2,share_global_oil_co2,cumulative_oil_co2,share_global_cumulative_oil_co2,co2_growth_abs,co2_per_capita,co2,share_global_co2,cumulative_co2,share_global_cumulative_co2,co2_growth_prct,population,AvgYearlyTemp,AvgTempUncertainty
NIC,1967,0.47,1.033,0.02,9.523,0.01,0.121,0.492,1.08,0.01,9.941,0.0,12.59,2197303.0,25.957916666666662,0.3173333333333333
NLD,1967,5.174,64.966,1.28,651.724,0.81,3.125,8.496,106.682,0.87,3153.974,0.82,3.02,12556841.0,10.293666666666669,0.2743333333333334
NOR,1967,3.976,15.048,0.3,201.616,0.25,-0.236,5.1,19.304,0.16,641.596,0.17,-1.21,3784867.0,0.4153333333333338,0.3299166666666667
NPL,1967,0.014,0.161,0.0,1.37,0.0,0.022,0.019,0.213,0.0,1.513,0.0,11.54,11382965.0,14.769,0.3969166666666666
NZL,1967,2.974,8.039,0.16,84.714,0.11,-0.373,5.042,13.627,0.11,440.539,0.12,-2.67,2702676.0,10.504416666666666,0.3115
OMN,1967,0.205,0.136,0.0,0.202,0.0,0.106,0.205,0.136,0.0,0.202,0.0,362.5,660117.0,26.81533333333333,0.9190833333333333
PAK,1967,0.165,8.873,0.17,88.15,0.11,1.05,0.339,18.176,0.15,203.426,0.05,6.13,53655783.0,20.34858333333333,0.2739166666666666
PAN,1967,1.146,1.598,0.03,16.865,0.02,0.04,1.217,1.696,0.01,17.85,0.0,2.43,1393824.0,26.232333333333333,0.2940833333333333
PER,1967,0.975,12.08,0.24,288.927,0.36,0.399,1.101,13.64,0.11,337.451,0.09,3.02,12386868.0,19.964,0.26025
PHL,1967,0.52,17.06,0.34,144.804,0.18,2.105,0.555,18.209,0.15,158.102,0.04,13.07,32823970.0,26.57375,0.2424999999999999
PLW,1967,6.468,0.073,0.0,0.502,0.0,0.007,6.468,0.073,0.0,0.502,0.0,11.11,11329.0,27.356916666666667,0.3314166666666667
PNG,1967,0.168,0.436,0.01,3.287,0.0,0.095,0.168,0.436,0.0,3.287,0.0,27.96,2596820.0,24.33433333333333,0.2651666666666666
POL,1967,0.505,16.125,0.32,227.036,0.28,6.594,8.12,259.025,2.12,8824.755,2.31,2.61,31901687.0,8.541500000000001,0.3003333333333333
PRT,1967,0.989,8.651,0.17,109.47,0.14,0.557,1.416,12.392,0.1,353.204,0.09,4.7,8750863.0,14.69966666666667,0.2694166666666667
PRY,1967,0.21,0.48,0.01,4.998,0.01,-0.026,0.213,0.487,0.0,5.114,0.0,-4.99,2290797.0,23.92308333333333,0.422
PYF,1967,1.392,0.139,0.0,0.839,0.0,0.018,1.392,0.139,0.0,0.839,0.0,15.15,99990.0,25.99008333333333,0.3520833333333333
QAT,1967,2.505,0.216,0.0,5.17,0.01,0.41,77.442,6.683,0.05,35.929,0.01,6.54,86298.0,26.55975,0.5398333333333334
ROU,1967,1.154,22.86,0.45,796.4,0.99,7.938,4.645,92.029,0.75,1623.826,0.42,9.44,19810612.0,9.286666666666669,0.2746666666666666
RWA,1967,0.012,0.04,0.0,0.737,0.0,-0.004,0.012,0.04,0.0,0.749,0.0,-8.33,3420897.0,19.103250000000003,0.4168333333333332
SAU,1967,0.859,4.463,0.09,172.999,0.22,19.078,4.906,25.485,0.21,200.161,0.05,297.76,5195124.0,25.172916666666666,0.4090833333333334
SDN,1967,0.305,2.849,0.06,21.347,0.03,0.497,0.312,2.918,0.02,23.216,0.01,20.53,9337662.0,26.627166666666668,0.3386666666666666
SEN,1967,0.158,0.616,0.01,8.2,0.01,-1.019,0.179,0.699,0.01,9.087,0.0,-59.3,3899648.0,27.58558333333333,0.3285
SGP,1967,1.437,2.814,0.06,43.084,0.05,2.342,1.44,2.821,0.02,48.035,0.01,489.09,1958735.0,26.68175,0.2473333333333333
SLB,1967,0.227,0.033,0.0,0.224,0.0,0.007,0.227,0.033,0.0,0.224,0.0,28.57,145319.0,26.532416666666663,0.2721666666666667
SLE,1967,0.097,0.253,0.0,3.91,0.0,-0.048,0.097,0.253,0.0,4.76,0.0,-15.85,2596798.0,25.976,0.324
SLV,1967,0.321,1.088,0.02,11.75,0.01,-0.147,0.342,1.157,0.01,12.357,0.0,-11.24,3387384.0,24.90791666666667,0.32775
SOM,1967,0.07,0.227,0.0,1.634,0.0,0.088,0.07,0.227,0.0,1.634,0.0,63.16,3227835.0,26.94116666666667,0.6104999999999999
SRB,1967,0.336,2.673,0.05,15.71,0.02,0.215,2.69,21.367,0.17,361.127,0.09,1.02,7942636.0,10.316166666666668,0.345
SUR,1967,3.71,1.29,0.03,8.629,0.01,0.238,3.836,1.334,0.01,8.79,0.0,21.74,347673.0,26.28458333333333,0.3001666666666666
SVK,1967,1.429,6.359,0.13,45.583,0.06,-0.089,8.705,38.725,0.32,1403.898,0.37,-0.23,4448551.0,8.268833333333333,0.2841666666666666
SVN,1967,1.566,2.574,0.05,18.381,0.02,0.061,3.688,6.062,0.05,102.476,0.03,1.02,1643695.0,10.13175,0.2770833333333334
SWE,1967,7.55,59.463,1.17,684.723,0.85,-3.588,8.752,68.93,0.56,1746.399,0.46,-4.95,7875902.0,2.93325,0.2855833333333333
SYC,1967,0.15,0.007,0.0,0.037,0.0,0.0,0.15,0.007,0.0,0.037,0.0,0.0,48916.0,26.915166666666668,0.4929166666666666
TCD,1967,0.034,0.117,0.0,0.751,0.0,0.033,0.034,0.117,0.0,0.751,0.0,39.13,3434817.0,26.953333333333333,0.4614166666666666
TGO,1967,0.107,0.198,0.0,1.381,0.0,0.018,0.107,0.198,0.0,1.381,0.0,10.2,1855450.0,26.703666666666663,0.27625
THA,1967,0.323,10.919,0.22,67.59,0.08,2.685,0.36,12.15,0.1,76.809,0.02,28.36,33778804.0,26.09775,0.26025
TJK,1967,1.551,4.129,0.08,62.092,0.08,0.314,2.673,7.115,0.06,116.368,0.03,4.62,2662257.0,3.884,0.4014166666666666
TKM,1967,4.831,9.719,0.19,189.699,0.24,0.786,8.734,17.572,0.14,286.298,0.07,4.68,2011762.0,14.948416666666663,0.4029166666666667
TON,1967,0.185,0.015,0.0,0.165,0.0,0.004,0.185,0.015,0.0,0.165,0.0,33.33,79034.0,23.333,0.4589999999999999
TUN,1967,0.522,2.473,0.05,25.83,0.03,0.202,0.65,3.083,0.03,34.422,0.01,6.99,4740526.0,19.946166666666667,0.29775
TUR,1967,0.503,16.347,0.32,109.31,0.14,1.973,1.031,33.479,0.27,505.091,0.13,6.26,32477994.0,11.024666666666668,0.2363333333333332
TWN,1967,0.545,7.489,0.15,44.796,0.06,2.508,1.599,21.97,0.18,355.625,0.09,12.89,13743215.0,21.998166666666663,0.2359166666666666
UGA,1967,0.087,0.74,0.01,6.101,0.01,0.077,0.095,0.809,0.01,6.675,0.0,10.49,8550444.0,22.92683333333333,0.4724166666666666
UKR,1967,2.017,92.919,1.83,1173.45,1.46,17.597,8.784,404.61,3.3,6632.289,1.73,4.55,46063219.0,8.327916666666665,0.2679999999999999
URY,1967,1.66,4.565,0.09,66.93,0.08,-0.52,1.774,4.879,0.04,74.933,0.02,-9.63,2750091.0,17.698416666666667,0.3346666666666666
UZB,1967,2.182,23.762,0.47,481.82,0.6,2.544,5.152,56.109,0.46,910.685,0.24,4.75,10889499.0,12.638416666666666,0.4240833333333334
WSM,1967,0.191,0.026,0.0,0.275,0.0,0.0,0.191,0.026,0.0,0.275,0.0,0.0,134181.0,26.123666666666665,0.2766666666666667
YEM,1967,0.517,3.052,0.06,44.107,0.05,-0.41,0.517,3.052,0.02,44.107,0.01,-11.85,5907873.0,26.26825,0.6702500000000001
ZAF,1967,0.925,18.873,0.37,180.163,0.22,5.525,6.555,133.76,1.09,3149.476,0.82,4.31,20406863.0,17.30783333333333,0.2511666666666666
ZMB,1967,0.254,0.963,0.02,6.516,0.01,1.289,1.261,4.788,0.04,66.754,0.02,36.86,3797877.0,21.249166666666667,0.32625
ZWE,1967,0.234,1.118,0.02,15.808,0.02,-0.746,1.108,5.294,0.04,184.583,0.05,-12.36,4779825.0,21.145333333333333,0.23975
ABW,1968,10.869,0.635,0.01,15.82,0.02,-0.048,10.869,0.635,0.0,15.82,0.0,-7.01,58377.0,28.11433333333333,0.3200833333333333
AFG,1968,0.047,0.497,0.01,5.209,0.01,-0.058,0.115,1.223,0.01,9.581,0.0,-4.56,10637064.0,13.762333333333332,0.4364166666666667
AGO,1968,0.245,1.415,0.03,11.345,0.01,0.678,0.289,1.67,0.01,14.07,0.0,68.33,5771973.0,21.748166666666663,0.31
ALB,1968,1.066,2.184,0.04,28.519,0.03,0.392,1.498,3.07,0.02,36.142,0.01,14.64,2049214.0,12.869583333333331,0.3180833333333333
ARE,1968,0.502,0.092,0.0,0.278,0.0,0.326,6.802,1.242,0.01,2.297,0.0,35.6,182620.0,27.466416666666664,0.7078333333333333
ARG,1968,2.269,52.56,0.95,939.742,1.1,3.533,2.979,69.009,0.53,1439.127,0.36,5.4,23168268.0,15.196916666666668,0.2042499999999999
ARM,1968,1.162,2.79,0.05,48.124,0.06,0.139,2.045,4.911,0.04,82.777,0.02,2.92,2401142.0,8.906583333333334,0.3739999999999999
AUS,1968,4.581,55.96,1.01,540.429,0.63,5.353,11.01,134.497,1.04,2954.057,0.75,4.14,12215704.0,21.462166666666672,0.1844999999999999
AUT,1968,2.811,20.916,0.38,223.47,0.26,2.382,5.685,42.297,0.33,2244.003,0.57,5.97,7439581.0,6.37925,0.3081666666666666
AZE,1968,3.481,17.267,0.31,370.253,0.43,0.795,5.738,28.464,0.22,480.139,0.12,2.87,4960237.0,11.695916666666667,0.3665
BDI,1968,0.016,0.055,0.0,0.535,0.0,0.007,0.016,0.055,0.0,0.541,0.0,15.38,3336930.0,19.925500000000003,0.5772499999999999
BEL,1968,5.723,54.74,0.99,505.728,0.59,11.077,12.382,118.438,0.92,6431.547,1.63,10.32,9565591.0,9.412333333333333,0.2599166666666667
BEN,1968,0.055,0.154,0.0,1.477,0.0,0.011,0.055,0.154,0.0,1.477,0.0,7.69,2791588.0,27.175666666666668,0.2693333333333333
BFA,1968,0.019,0.103,0.0,0.839,0.0,0.0,0.019,0.103,0.0,0.839,0.0,0.0,5434046.0,28.122916666666665,0.2213333333333333
BGD,1968,0.043,2.644,0.05,25.546,0.03,0.495,0.064,3.866,0.03,41.594,0.01,14.67,60918452.0,24.9405,0.2013333333333332
BGR,1968,2.09,17.557,0.32,94.869,0.11,4.356,7.079,59.464,0.46,599.286,0.15,7.9,8400012.0,11.00825,0.3125833333333332
BHR,1968,2.922,0.586,0.01,67.476,0.08,0.099,5.496,1.103,0.01,68.506,0.02,9.85,200652.0,25.92191666666667,0.4440833333333333
BHS,1968,8.13,1.29,0.02,9.779,0.01,-0.073,10.26,1.628,0.01,10.455,0.0,-4.31,158648.0,24.885,0.3929166666666666
BLR,1968,5.164,45.207,0.82,735.755,0.86,1.66,6.822,59.721,0.46,1008.659,0.26,2.86,8754200.0,5.678750000000002,0.2721666666666666
BLZ,1968,0.884,0.103,0.0,0.982,0.0,-0.018,0.884,0.103,0.0,0.982,0.0,-15.15,116065.0,25.0455,0.3699166666666666
BRA,1968,0.708,63.978,1.16,673.114,0.78,11.216,0.856,77.329,0.6,1067.121,0.27,16.96,90387079.0,24.63125,0.2338333333333333
BRB,1968,1.823,0.432,0.01,3.281,0.0,0.103,1.853,0.44,0.0,3.477,0.0,30.43,237241.0,26.50191666666667,0.3745833333333333
CAF,1968,0.105,0.183,0.0,0.942,0.0,0.092,0.105,0.183,0.0,0.942,0.0,100.0,1744198.0,25.14383333333333,0.2691666666666666
CAN,1968,8.668,179.205,3.24,2641.367,3.08,21.624,14.668,303.261,2.35,8198.69,2.07,7.68,20674999.0,-4.6457500000000005,0.2183333333333333
CHE,1968,5.202,31.411,0.57,279.386,0.33,3.462,5.959,35.981,0.28,852.409,0.22,10.65,6038328.0,7.061916666666668,0.2544166666666667
CHL,1968,1.356,12.837,0.23,138.438,0.16,1.964,2.239,21.202,0.16,462.07,0.12,10.21,9468851.0,9.876916666666666,0.3741666666666667
CHN,1968,0.062,48.651,0.88,364.942,0.43,35.281,0.632,495.507,3.84,9054.395,2.29,7.67,784074715.0,6.727000000000001,0.1805
CMR,1968,0.081,0.502,0.01,5.225,0.01,0.048,0.082,0.506,0.0,5.423,0.0,10.4,6201410.0,24.355833333333337,0.2388333333333333
COG,1968,0.36,0.451,0.01,2.744,0.0,0.128,0.36,0.451,0.0,2.744,0.0,39.77,1253761.0,24.426166666666663,0.1908333333333333
COL,1968,0.7,14.284,0.26,191.938,0.22,1.886,1.303,26.573,0.21,375.363,0.09,7.64,20393704.0,24.81483333333333,0.2628333333333333
COM,1968,0.083,0.018,0.0,0.136,0.0,0.0,0.083,0.018,0.0,0.136,0.0,0.0,220574.0,25.4145,0.2655833333333333
CRI,1968,0.556,0.971,0.02,10.256,0.01,0.161,0.593,1.036,0.01,10.506,0.0,18.41,1747690.0,25.47208333333333,0.3943333333333333
CUB,1968,1.84,15.48,0.28,210.772,0.25,0.283,1.904,16.02,0.12,220.634,0.06,1.8,8413549.0,25.237583333333337,0.2871666666666666
CUW,1968,65.541,9.155,0.17,228.249,0.27,-0.69,65.541,9.155,0.07,228.249,0.06,-7.01,139677.0,27.56291666666667,0.3331666666666666
CYP,1968,2.51,1.502,0.03,14.513,0.02,0.26,2.71,1.622,0.01,15.23,0.0,19.08,598495.0,19.19308333333333,0.2975833333333333
DEU,1968,3.731,290.439,5.25,2139.468,2.49,48.561,12.65,984.791,7.63,43720.455,11.06,5.19,77847179.0,8.323583333333334,0.2043333333333333
DJI,1968,0.861,0.121,0.0,1.07,0.0,0.033,0.861,0.121,0.0,1.07,0.0,37.5,140462.0,28.54358333333333,0.7026666666666667
DMA,1968,0.318,0.022,0.0,0.183,0.0,0.0,0.318,0.022,0.0,0.183,0.0,0.0,69034.0,26.1335,0.3829166666666667
DNK,1968,8.182,39.813,0.72,326.303,0.38,4.246,10.948,53.273,0.41,1299.081,0.33,8.66,4866069.0,-18.27583333333333,0.9823333333333334
DOM,1968,0.514,2.184,0.04,18.992,0.02,0.78,0.553,2.347,0.02,21.142,0.01,49.8,4247559.0,25.76933333333333,0.29775
DZA,1968,0.478,6.536,0.12,69.043,0.08,0.619,0.662,9.05,0.07,114.683,0.03,7.34,13663581.0,23.185916666666667,0.3576666666666666
ECU,1968,0.5,2.865,0.05,46.917,0.05,0.524,0.544,3.113,0.02,51.033,0.01,20.23,5725462.0,21.894166666666663,0.3
EGY,1968,0.61,20.057,0.36,338.884,0.39,3.223,0.696,22.873,0.18,372.829,0.09,16.4,32881852.0,22.738833333333336,0.2935
ESP,1968,1.715,56.886,1.03,424.699,0.49,10.623,2.925,97.017,0.75,2174.165,0.55,12.3,33168777.0,13.938833333333331,0.2192499999999999
EST,1968,3.614,4.819,0.09,56.892,0.07,0.589,16.263,21.681,0.17,367.044,0.09,2.79,1333174.0,4.616916666666667,0.2809166666666667
ETH,1968,0.06,1.623,0.03,7.527,0.01,0.652,0.064,1.725,0.01,8.372,0.0,60.77,26944386.0,22.635166666666667,0.34725
FIN,1968,5.373,24.682,0.45,181.747,0.21,4.694,7.244,33.281,0.26,422.112,0.11,16.42,4594021.0,0.4874166666666666,0.2675
FJI,1968,0.734,0.366,0.01,3.735,0.0,0.04,0.793,0.396,0.0,4.319,0.0,11.34,498944.0,25.07225,0.2454999999999999
FRA,1968,4.405,220.363,3.98,2063.002,2.4,13.535,8.335,416.951,3.23,17306.463,4.38,3.36,50024587.0,12.79775,0.2393333333333334
FRO,1968,4.708,0.18,0.0,1.759,0.0,0.015,4.804,0.183,0.0,1.982,0.0,8.7,38131.0,6.476333333333333,0.5300833333333332
GAB,1968,3.381,1.913,0.03,4.018,0.0,0.949,3.465,1.96,0.02,4.239,0.0,93.84,565763.0,24.256916666666665,0.1976666666666666
GEO,1968,0.987,4.536,0.08,84.704,0.1,0.248,1.915,8.797,0.07,148.295,0.04,2.9,4593315.0,8.682916666666667,0.3046666666666666
GHA,1968,0.191,1.587,0.03,20.744,0.02,0.267,0.212,1.761,0.01,24.658,0.01,17.83,8321772.0,26.73175,0.2304999999999999
GIN,1968,0.186,0.747,0.01,6.291,0.01,0.022,0.186,0.747,0.01,6.291,0.0,3.03,4013050.0,25.573833333333337,0.2590833333333333
GLP,1968,0.885,0.278,0.01,2.836,0.0,-0.011,0.885,0.278,0.0,2.836,0.0,-3.8,314498.0,26.312583333333333,0.3511666666666667
GMB,1968,0.084,0.037,0.0,0.421,0.0,0.004,0.084,0.037,0.0,0.421,0.0,11.11,438590.0,27.32216666666667,0.3519166666666667
GNQ,1968,0.098,0.029,0.0,0.502,0.0,0.004,0.098,0.029,0.0,0.502,0.0,14.29,299416.0,24.997416666666663,0.2220833333333333
GRC,1968,1.589,13.615,0.25,122.824,0.14,2.782,2.601,22.286,0.17,248.404,0.06,14.26,8569144.0,15.1145,0.2649166666666667
GRD,1968,0.425,0.04,0.0,0.344,0.0,0.004,0.425,0.04,0.0,0.344,0.0,10.0,94929.0,26.74625,0.3111666666666666
GRL,1968,10.202,0.44,0.01,2.799,0.0,0.125,12.582,0.542,0.0,4.62,0.0,29.82,43098.0,-18.818916666666667,1.0058333333333334
GTM,1968,0.386,2.052,0.04,22.691,0.03,0.158,0.403,2.139,0.02,23.945,0.01,7.96,5311610.0,23.01816666666667,0.2874166666666666
GUF,1968,1.902,0.084,0.0,0.495,0.0,0.015,1.902,0.084,0.0,0.495,0.0,21.05,44309.0,25.77425,0.2405833333333333
GUY,1968,1.938,1.33,0.02,12.633,0.01,0.007,1.938,1.33,0.01,12.666,0.0,0.55,686144.0,25.90758333333333,0.27575
HKG,1968,1.578,5.844,0.11,51.318,0.06,0.146,1.674,6.198,0.05,60.299,0.02,2.41,3703179.0,22.820083333333333,0.281
HND,1968,0.452,1.158,0.02,11.139,0.01,0.348,0.478,1.223,0.01,11.495,0.0,39.76,2560723.0,24.5855,0.3014166666666667
HRV,1968,1.458,6.398,0.12,66.851,0.08,0.554,1.937,8.503,0.07,142.547,0.04,6.97,4389320.0,11.577333333333334,0.297
HTI,1968,0.054,0.242,0.0,4.346,0.01,0.004,0.058,0.264,0.0,4.644,0.0,1.4,4509811.0,26.5325,0.4061666666666666
HUN,1968,1.521,15.654,0.28,166.259,0.19,2.322,5.937,61.093,0.47,1583.193,0.4,3.95,10289769.0,10.220583333333332,0.2873333333333334
IDN,1968,0.189,20.577,0.37,704.668,0.82,3.023,0.253,27.563,0.21,959.542,0.24,12.32,108779926.0,25.951083333333333,0.1945
IND,1968,0.08,42.25,0.76,493.781,0.58,14.52,0.328,174.246,1.35,4018.476,1.02,9.09,531513834.0,23.86475,0.25625
IRL,1968,2.89,8.268,0.15,73.848,0.09,1.407,6.223,17.802,0.14,454.156,0.11,8.58,2860729.0,9.588833333333332,0.2510833333333334
IRQ,1968,1.008,9.338,0.17,241.629,0.28,1.323,2.127,19.696,0.15,300.72,0.08,7.2,9260687.0,22.015583333333336,0.3195
ISL,1968,7.671,1.532,0.03,19.027,0.02,0.15,7.98,1.593,0.01,21.225,0.01,10.41,199669.0,0.8940000000000001,0.46475
ISR,1968,4.838,12.952,0.23,125.698,0.15,0.266,5.153,13.794,0.11,136.744,0.03,1.97,2676972.0,19.983416666666667,0.2436666666666667
ITA,1968,3.44,181.635,3.28,1487.98,1.73,15.042,4.72,249.172,1.93,3944.294,1.0,6.42,52794534.0,12.845250000000002,0.2213333333333333
JAM,1968,2.011,3.671,0.07,34.153,0.04,0.014,2.124,3.879,0.03,36.223,0.01,0.37,1825873.0,26.194500000000005,0.34275
JOR,1968,0.845,1.268,0.02,13.033,0.02,0.091,1.002,1.504,0.01,14.643,0.0,6.44,1500168.0,19.691166666666664,0.3059166666666666
JPN,1968,3.27,334.001,6.04,2017.078,2.35,72.605,5.502,561.913,4.35,8872.328,2.24,14.84,102124002.0,12.190416666666664,0.1810833333333333
KAZ,1968,2.343,29.549,0.53,349.79,0.41,3.872,11.34,143.019,1.11,2419.821,0.61,2.78,12611432.0,5.392,0.2941666666666667
KEN,1968,0.231,2.437,0.04,37.296,0.04,0.117,0.267,2.815,0.02,41.665,0.01,4.34,10539909.0,23.579666666666668,0.3365833333333333
KGZ,1968,1.688,4.754,0.09,62.114,0.07,0.346,4.495,12.664,0.1,214.126,0.05,2.81,2817324.0,3.5055833333333326,0.5251666666666667
KHM,1968,0.054,0.366,0.01,3.69,0.0,0.073,0.068,0.462,0.0,4.027,0.0,18.87,6779778.0,27.008916666666668,0.2649166666666667
KIR,1968,0.668,0.033,0.0,0.132,0.0,0.011,0.668,0.033,0.0,0.132,0.0,50.0,49354.0,26.856333333333332,0.5409999999999999
LBN,1968,1.463,3.235,0.06,38.86,0.05,0.129,1.671,3.693,0.03,46.541,0.01,3.61,2210769.0,18.07858333333333,0.3459166666666666
LBR,1968,0.643,0.857,0.02,4.858,0.01,0.271,0.662,0.883,0.01,4.884,0.0,44.28,1333980.0,25.524916666666662,0.2350833333333333
LBY,1968,1.513,2.964,0.05,16.05,0.02,11.622,15.373,30.114,0.23,60.189,0.02,62.85,1958909.0,22.465166666666672,0.3534166666666666
LCA,1968,0.363,0.037,0.0,0.315,0.0,0.004,0.363,0.037,0.0,0.315,0.0,11.11,101028.0,26.686750000000004,0.3428333333333333
LKA,1968,0.253,3.015,0.05,30.73,0.04,0.293,0.271,3.238,0.03,41.818,0.01,9.95,11937607.0,27.13583333333333,0.2411666666666666
LTU,1968,5.152,15.821,0.29,261.864,0.31,0.628,7.227,22.193,0.17,374.749,0.09,2.91,3070698.0,5.9075000000000015,0.3015
LUX,1968,10.296,3.458,0.06,21.806,0.03,0.909,36.504,12.259,0.09,200.852,0.05,8.01,335829.0,9.081916666666666,0.2675
LVA,1968,4.37,10.211,0.18,160.594,0.19,0.395,6.132,14.326,0.11,241.929,0.06,2.84,2336318.0,5.180833333333333,0.288
MAR,1968,0.264,4.045,0.07,49.078,0.06,0.212,0.367,5.62,0.04,81.422,0.02,3.92,15307267.0,17.718249999999998,0.3972499999999999
MDG,1968,0.132,0.824,0.01,7.057,0.01,0.07,0.146,0.912,0.01,8.103,0.0,8.26,6234468.0,22.4855,0.2964166666666666
MEX,1968,1.227,59.412,1.07,1825.928,2.13,3.882,1.938,93.887,0.73,2306.544,0.58,4.31,48431971.0,20.31608333333333,0.2249166666666666
MLI,1968,0.034,0.198,0.0,1.587,0.0,-0.026,0.034,0.198,0.0,1.587,0.0,-11.48,5780836.0,28.539916666666667,0.3324166666666666
MLT,1968,1.959,0.63,0.01,6.489,0.01,0.117,1.981,0.638,0.0,6.866,0.0,22.54,321762.0,18.68941666666667,0.4524166666666667
MNE,1968,0.352,0.185,0.0,1.099,0.0,0.05,1.477,0.775,0.01,13.031,0.0,6.95,524845.0,10.461,0.4043333333333332
MNG,1968,0.616,0.744,0.01,7.419,0.01,0.33,2.055,2.48,0.02,23.035,0.01,15.33,1207104.0,-0.9830000000000004,0.3304166666666666
MOZ,1968,0.134,1.154,0.02,8.651,0.01,0.905,0.322,2.776,0.02,33.569,0.01,48.35,8614445.0,23.4185,0.2296666666666666
MRT,1968,0.217,0.234,0.0,1.158,0.0,0.037,0.217,0.234,0.0,1.158,0.0,18.52,1079580.0,27.58,0.3211666666666666
MSR,1968,0.632,0.007,0.0,0.04,0.0,0.0,0.632,0.007,0.0,0.04,0.0,0.0,11604.0,26.35608333333333,0.3495000000000001
MTQ,1968,0.958,0.308,0.01,3.188,0.0,0.011,0.958,0.308,0.0,3.188,0.0,3.7,321174.0,26.1335,0.3829166666666667
MUS,1968,0.793,0.634,0.01,4.061,0.0,0.139,0.798,0.638,0.0,4.741,0.0,27.94,799143.0,23.197666666666667,0.3368333333333333
MWI,1968,0.052,0.232,0.0,2.513,0.0,0.022,0.087,0.388,0.0,7.022,0.0,5.99,4464427.0,21.24033333333333,0.3068333333333333
MYS,1968,0.96,9.885,0.18,141.03,0.16,0.403,1.023,10.53,0.08,185.457,0.05,3.98,10297983.0,26.08475,0.2120833333333333
NCL,1968,9.289,0.916,0.02,4.567,0.01,0.366,18.653,1.839,0.01,16.239,0.0,24.88,98609.0,22.3945,0.3964999999999999
NER,1968,0.035,0.15,0.0,0.872,0.0,0.029,0.038,0.161,0.0,0.901,0.0,22.24,4263925.0,27.50108333333333,0.3663333333333333
NGA,1968,0.066,3.525,0.06,41.679,0.05,-6.199,0.124,6.626,0.05,125.421,0.03,-48.33,53506201.0,26.80400000000001,0.3336666666666666
NIC,1968,0.521,1.18,0.02,10.703,0.01,0.15,0.543,1.231,0.01,11.171,0.0,13.9,2264623.0,25.77875,0.4340000000000001
NLD,1968,5.304,67.403,1.22,719.127,0.84,6.763,8.928,113.446,0.88,3267.42,0.83,6.34,12706787.0,9.549916666666668,0.2136666666666667
NOR,1968,4.405,16.807,0.3,218.423,0.25,1.809,5.534,21.114,0.16,662.709,0.17,9.37,3815641.0,-0.6878333333333329,0.3779166666666667
NPL,1968,0.016,0.191,0.0,1.561,0.0,0.04,0.022,0.253,0.0,1.766,0.0,18.97,11603921.0,14.615083333333336,0.4824166666666666
NZL,1968,3.017,8.256,0.15,92.97,0.11,-0.154,4.923,13.473,0.1,454.012,0.11,-1.13,2736821.0,10.51125,0.3914166666666667
OMN,1968,0.237,0.161,0.0,0.363,0.0,0.026,0.237,0.161,0.0,0.363,0.0,18.92,679592.0,26.728166666666667,0.75875
PAK,1968,0.19,10.488,0.19,98.638,0.11,2.666,0.378,20.842,0.16,224.268,0.06,14.67,55102690.0,20.341833333333334,0.2554166666666667
PAN,1968,1.348,1.934,0.03,18.8,0.02,0.323,1.407,2.018,0.02,19.869,0.01,19.02,1434676.0,26.31,0.2905833333333332
PER,1968,1.007,12.828,0.23,301.755,0.35,0.846,1.138,14.487,0.11,351.938,0.09,6.2,12735491.0,19.95266666666667,0.222
PHL,1968,0.617,20.866,0.38,165.671,0.19,4.014,0.658,22.223,0.17,180.324,0.05,22.04,33795203.0,26.71375,0.2243333333333333
PLW,1968,6.714,0.077,0.0,0.579,0.0,0.004,6.714,0.077,0.0,0.579,0.0,5.0,11460.0,27.504,0.3146666666666666
PNG,1968,0.189,0.502,0.01,3.789,0.0,0.066,0.189,0.502,0.0,3.789,0.0,15.13,2656636.0,24.4845,0.2242499999999999
POL,1968,0.605,19.452,0.35,246.489,0.29,16.776,8.579,275.801,2.14,9100.556,2.3,6.48,32149536.0,7.925916666666667,0.3638333333333334
PRT,1968,1.092,9.486,0.17,118.956,0.14,0.601,1.496,12.992,0.1,366.196,0.09,4.85,8687873.0,14.927916666666668,0.2353333333333333
PRY,1968,0.246,0.579,0.01,5.577,0.01,0.103,0.251,0.59,0.0,5.704,0.0,21.05,2351926.0,23.50733333333333,0.3992499999999999
PYF,1968,1.489,0.154,0.0,0.993,0.0,0.015,1.489,0.154,0.0,0.993,0.0,10.53,103329.0,25.920333333333332,0.3935000000000001
QAT,1968,2.594,0.242,0.0,5.412,0.01,0.392,75.909,7.075,0.05,43.004,0.01,5.87,93206.0,26.698333333333338,0.6576666666666667
ROU,1968,1.236,24.798,0.45,821.198,0.96,8.051,4.99,100.079,0.78,1723.905,0.44,8.75,20055976.0,9.416583333333334,0.25725
RWA,1968,0.016,0.055,0.0,0.792,0.0,0.015,0.016,0.055,0.0,0.804,0.0,36.36,3529839.0,19.0575,0.4753333333333333
SAU,1968,1.008,5.433,0.1,178.432,0.21,3.594,5.397,29.079,0.23,229.24,0.06,14.1,5387822.0,25.42633333333333,0.4995
SDN,1968,0.287,2.768,0.05,24.114,0.03,-0.074,0.295,2.845,0.02,26.061,0.01,-2.53,9639846.0,26.868499999999997,0.2835833333333333
